user_message,intent,response
please good morning tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please hello tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pwede paano mag reserve lang,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede reserve tomorrow please,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
room for family pls,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello aurora i dont understand tonight,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora booking steps tomorrow,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
please reserve room now ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hello aurora random question pls,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
can you list rooms available today,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello there ngayon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
how to book po,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hello aurora may rooms ba kayo ngayon,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello aurora best room for couple today,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hi ngayon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
magkano deluxe pls,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
what rooms do you have,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora blah blah,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hey aurora cheapest room lang,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede near airport today,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
please pwede mag book please,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
please do you like pizza lang,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde amenities list,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede room preference po,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
can you kumusta please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
room types ngayon,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pde pet policy ngayon,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pwede good day pls,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hello aurora check out time today,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
can i check in early po,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hello aurora how much is room today,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
hello aurora suggest best room lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello aurora hotel policy tomorrow,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pls booking steps tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pde amenities list tomorrow,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede extra bed request today,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
facilities list po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hey aurora gym available pls,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
do you have pool lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede wifi details po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
random question tonight,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
please price ng room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
price ng room tonight,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora rooom types today,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pwede room preference lang,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
aurora suggest best room please,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hey aurora may rooms ba kayo tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pls restaurant available please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
can you may rooms ba kayo,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello aurora reserve room now po,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pls may rooms ba kayo tonight,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pls what rooms do you have,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
aurora facilities list please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora parking available tonight,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
please book tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pls book room po,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
please pool details,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pls suggest room tomorrow,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
best room for couple ngayon,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pls book tonight tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
aurora where is aurora po,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pls reserve room now tomorrow,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
near airport tomorrow,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
please deluxe price,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
show me rooms ngayon,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
what amenities lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
available rooms tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pde price ng room tomorrow,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
what amenities,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora room types tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
can you may wifi ba,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pls hi po ngayon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hello aurora blah blah tonight,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
what if aliens visit please,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
can you book room tomorrow,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede restaurant available ngayon,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora hello,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
room for 4 guests today,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pde price ng room pls,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
magkano deluxe today,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde what if aliens visit,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora good afternoon please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pwede price per night pls,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora hello po tonight,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora what amenities lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hello aurora explain again please,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
reserve room pls,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede may cabin ba tonight,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello aurora suite price,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
hello aurora may wifi ba tonight,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
magkano deluxe lang,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora list rooms available tonight,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello aurora recommend room tonight,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pls hotel location,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hello aurora suite price ngayon,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
facilities list today,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pls book tonight lang,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
room for 4 guests tonight,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
distance city tonight,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pwede do you have pool tomorrow,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
please facilities list lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hello aurora yo aurora,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hey aurora kids allowed po,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
please what rooms do you have,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
please magkano per night,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please show me rooms,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora hey aurora today,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pwede yo aurora tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls recommend under budget ngayon,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pwede magkano deluxe,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
do you have gym pls,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hello aurora how to get there po,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
please tell me more pls,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hello aurora hm room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede available rooms,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pls yo aurora ngayon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hello aurora what amenities,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora room types today,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
please what amenities please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
can you address today,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
good afternoon today,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls recommend room tonight,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
please extra bed request ngayon,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hello aurora recommend room pls,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
show me rooms lang,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
magkano deluxe,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
available rooms tonight,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
aurora pet policy lang,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
can you suggest room tomorrow,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pwede price ng room po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora room list please pls,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora amenities list please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hello aurora blah blah tonight,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hello aurora do you have suite ngayon,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pde gym available,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pde yo aurora today,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
i dont understand pls,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
please pwede mag book lang,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pet policy today,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pde near airport tonight,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora facilities list please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hello aurora recommend room lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
can you list rooms available lang,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora recommend under budget ngayon,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
blah blah today,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hey aurora suggest room today,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
rooom types ngayon,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
aurora kumusta,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
magkano room lang,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please ano ibig sabihin please,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
can you may wifi ba,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
list rooms available tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
may rooms ba kayo please,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
aurora kumusta ngayon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora magkano per night please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
can you tell me more po,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pwede sup aurora lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hey aurora cheap room suggestion tomorrow,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello aurora magkano room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
may wifi ba lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
tell me more,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hello tonight,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
i dont understand please,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
near airport please,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pls room for family po,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pde booking steps ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
aurora budget room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pls kumusta lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls hm room po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde booking steps,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hello aurora cheap room option tonight,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
room for family po,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
available rooms today,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pwede paano mag reserve today,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede booking steps lang,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
aurora is pool free lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
can you pet policy,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hey aurora room types today,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
can you what kind of rooms po,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
can you best room for couple,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pwede room list please tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pwede mag book,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede tell me more lang,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora may wifi ba please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora may wifi ba,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hello aurora ano mga room types please,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
available rooms ngayon,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
how much is room po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pls amenities list po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
can you book tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
can you available rooms please,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
please how to book,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pls room preference pls,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pwede kamusta tonight,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls recommend under budget tonight,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pls how much is room tomorrow,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
hello aurora do you like pizza lang,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora explain again please,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
location of hotel tomorrow,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hm room ngayon,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede something random pls,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
room suggestion please tomorrow,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pwede late checkout,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
aurora may pool ba tomorrow,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora distance city today,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora parking available po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
booking steps,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
please recommend under budget po,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
can you how to book tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
can i book now tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pde ano ibig sabihin tonight,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
something random tonight,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
kids allowed today,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
do you have suite,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello aurora hello po please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pde hello again tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hello aurora kumusta please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
room suggestion please please,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pls is pool free tonight,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora location of hotel ngayon,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
gym available pls,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
please i dont understand ngayon,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hey aurora price per night tonight,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pls parking available ngayon,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
can you random question,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pwede help booking please,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede hi po today,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora kumusta,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
can you kids allowed ngayon,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pls hotel policy tonight,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
can you prce room please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
can you good day please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hey aurora yo aurora tonight,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls may rooms ba kayo tonight,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hotel location lang,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pls late checkout,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hello aurora list rooms available ngayon,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
tell me more tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde may cabin ba today,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
good morning please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please best room for couple tomorrow,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pls sup aurora ngayon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hey aurora hotel location lang,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pwede what amenities today,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
can you late checkout lang,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
available rooms pls,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
aurora do you have pool,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora balcony request,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pwede location of hotel po,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pls recommend room please,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello po po,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
suggest best room,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pwede ano ibig sabihin tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora map location tomorrow,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hello aurora something random today,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora may wifi ba please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hey aurora balcony request,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pwede good day tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pde magkano per night,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
room price po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora something random,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pwede something random tonight,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hello aurora paano mag reserve ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hey aurora booking steps,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pls suite price po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde room for family,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello aurora do you like pizza tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde explain again lang,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pwede good evening,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
distance city tonight,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora room suggestion please pls,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
please hello again tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
suite price,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
location of hotel today,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
can you how to book tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede i dont understand lang,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde available rooms,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
can you address tomorrow,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
